status;official;origin;balancedVersion;IGNORE_workComment;card_code;title;IGNORE_phaseUp;phaseUp;phaseDown;cost;startingMegacredits;card_Type;IGNORE_tag_one;IGNORE_tag_two;IGNORE_tag_three;tagsId;vpNumber;vpScaling;IGNORE_requirement_desc;IGNORE_description;effectSummaryType;effectSummaryOption;effectSummaryType2;effectSummaryOption2;prerequisiteType;prerequisiteTresholdType;prerequisitePaidRessource;prerequisiteTag;prerequisiteTagId;prerequisiteTresholdStep;prerequisiteTresholdValue;IGNORE_stockableRessource1;IGNORE_stockableRessource1;IGNORE_stockableRessource1;stockableRessource;title_en;title_fr;vpText_en;vpText_fr;effectSummaryText_en;effectSummaryText_fr;effectText_en;effectText_fr;effectSummaryText2_en;effectSummaryText2_fr;effectText2_en;effectText2_fr;playedText_en;playedText_fr;prerequisiteSummaryText_en;prerequisiteSummaryText_fr;prerequisiteText_en;prerequisiteText_fr;actionTextOption1_en;actionTextOption1_fr;actionTextOption2_en;actionTextOption2_fr
validated;yes;base;;;102;Work Crews;;;;5;;redProject;event;;;9;;0;;You may play an additional blue or red card in this phase. You can pay 11 MC less for the next card you play in this phase.;;;;;;;;;;;;;;;;Work Crews;Equipes d'Ouvriers ;;;;;;;;;;;You may play an additional blue or red card in this phase. You can pay 11 MC less for the next card you play in this phase.;Vous pouvez jouer une carte bleue ou rouge supplémentaire lors de cette phase. $skipline$ Le coût de la prochaine carte que vous jouez lors de cette phase est réduit de 11 MC. ;;;;;;;;
validated;yes;base;;;103;Acquired Company;IV;IV;;11;;greenProject;building;earth;;0,4;;0;;During the production phase, draw a card.;production;;;;;;;;;;;;;;;Acquired Company;Société Acquise ;;;$ressource_card$;$ressource_card$;During the production phase, draw a card.;Lors de la phase de production, piochez une carte. ;;;;;;;;;;;;;;
validated;yes;base;;;104;Adapted Lichen;IV;IV;;6;;greenProject;microbe;plant;;8,6;;0;;During the production phase, this card produces 1 plant.;production;;;;;;;;;;;;;;;Adapted Lichen;Lichens Acclimatés;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produces 1 plant.;Lors de la phase de production, cette carte produit 1 plante. ;;;;;;;;;;;;;;
validated;yes;base;;;105;Aerated Magma;IV;IV;;18;;greenProject;power;;;3;;0;Oxygen red;During the production phase, you draw a card and this card produces 2 heat.;production;;;;oxygen;min;;;;red;;;;;;Aerated Magma;Magma Gazeux ;;;$ressource_card$$skipline$$ressource_heat$$ressource_heat$;$ressource_card$$skipline$$ressource_heat$$ressource_heat$;During the production phase, you draw a card and this card produces 2 heat.;Lors de la phase de production, vous piochez une carte, et cette carte produit 2 chaleurs. ;;;;;;;$other_oxygen$;$other_oxygen$;Requires a red or higher oxygen level.;Requiert un niveau d'oxygène rouge ou supérieur.;;;;
validated;yes;base;;;106;Airborne Radiation;IV;IV;;15;;greenProject;earth;;;4;;0;Oxygen red;Increases oxygen 1 step. During the production phase, this card produces 2 heat.;production;;;;oxygen;min;;;;red;;;;;;Airborne Radiation;Radiation Aéroportée ;;;$ressource_heat$ $ressource_heat$;$ressource_heat$ $ressource_heat$;During the production phase, this card produces 2 heat.;Lors de la phase de production, cette carte produit 2 chaleurs. ;;;;;Increases oxygen 1 step.;Augmentez l'oxygène de 1 niveau. ;$other_oxygen$;$other_oxygen$;Requires a red or higher oxygen level.;Requiert un niveau d'oxygène rouge ou supérieur.;;;;
validated;yes;base;;;107;Algae;IV;IV;;9;;greenProject;plant;;;6;;0;5 Oceans flipped;During the production phase, this card produces 2 plants.;production;;;;ocean;min;;;;;5;;;;;Algae;Algues ;;;$ressource_plant$$ressource_plant$;$ressource_plant$$ressource_plant$;During the production phase, this card produces 2 plants.;Lors de la phase de production, cette carte produit 2 plantes. ;;;;;;;5 $other_ocean$;5 $other_ocean$;Requires 5 Oceans flipped.;Requiert qu'au moins 5 tuiles Océan soient révélées.;;;;
validated;yes;base;;;108;Archaebacteria;IV;IV;;5;;greenProject;microbe;;;8;;0;Temperature purple;During the production phase, this card produces 1 plant.;production;;;;temperature;min;;;;purple;;;;;;Archaebacteria;Archéobactéries;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produces 1 plant.;Lors de la phase de production, cette carte produit 1 plante.;;;;;;;$other_temperature$;$other_temperature$;Requires a purple temperature level.;Requiert un niveau de température violet.;;;;
validated;yes;base;;;109;Artificial Photosynthesis;IV;IV;;11;;greenProject;science;;;2;;0;;During the production phase, this card produces 1 plant and 1 heat.;production;;;;;;;;;;;;;;;Artificial Photosynthesis;Photosynthèse Artificielle ;;;$ressource_plant$$ressource_heat$;$ressource_plant$$ressource_heat$;During the production phase, this card produces 1 plant and 1 heat.;Lors de la phase de production, cette carte produit 1 plante et 1 chaleur. ;;;;;;;;;;;;;;
validated;yes;base;;;110;Asteroid Mining;I-II;I-II;;28;;greenProject;space;jovian;;1,5;2;0;;When you play a SPACE, you pay 6 MC less for it.;greyProduction;;;;;;;;;;;;;;;Asteroid Mining;Astéroïdes Miniers ;;;$ressource_titanium$$ressource_titanium$;$ressource_titanium$$ressource_titanium$;When you play a $tag_space$, you pay 6 MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 6 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;111;Asteroid Mining Consortium;I-II;I-II;;6;;greenProject;;;;;;0;;When you play a SPACE, you pay 3 MC less for it.;greyProduction;;;;;;;;;;;;;;;Asteroid Mining Consortium;Consortium Minier des Astéroïdes ;;;$ressource_titanium$;$ressource_titanium$;When you play a $tag_space$, you pay 3 MC less for it.;Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;112;Astrofarm;IV;IV;;21;;greenProject;space;;;1;;0;;Add 2 microbes to another card. During the production phase, this card produces 1 plant and 3 heat.;production;;;;;;;;;;;;;;;Astrofarm;Astroferme;;;$ressource_plant$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_plant$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produces 1 plant and 3 heat.;Lors de la phase de production, cette carte produit 1 plante et 3 chaleurs. ;;;;;Add 2 microbes to another card. ;Ajoutez 2 microbes sur une AUTRE carte. ;;;;;;;;
validated;yes;base;;;113;Atospheric Insulators;IV;IV;;10;;greenProject;space;earth;;1,4;;0;;During the production phase, this card produces 1 heat for each EARTH you have, including this one.;production;;;;;;;;;;;;;;;Atospheric Insulators;Isolants Atmosphériques;;;$ressource_heat$/$tag_earth$;$ressource_heat$/$tag_earth$;During the production phase, this card produces 1 heat for each $tag_earth$ you have, including this one.;Lors de la phase de production, cette carte produit 1 chaleur par $tag_earth$ en votre possession, y compris celui-ci. ;;;;;;;;;;;;;;
validated;yes;base;;;114;Automated Factories;IV;IV;;18;;greenProject;building;;;0;;0;;You can play a green card from your hand that has a cost of 9 MC or less without paying its MC cost. During the production phase, draw a card.;production;;;;;;;;;;;;;;;Automated Factories;Usines Automatisées ;;;$ressource_card$;$ressource_card$;During the production phase, draw a card.;Lors de la phase de production, piochez une carte. ;;;;;You can play a green card from your hand that has a cost of 9 MC or less without paying its MC cost.;Vous pouvez jouer une carte verte de votre main dont le coût imprimé est de 9 MC ou moins sans payer son coût en MC. ;;;;;;;;
validated;yes;base;;;115;Balanced Portfolios;IV;IV;;8;;greenProject;science;;;2;1;0;Spend 1 TR;prod 3 MC;production;;;;;;;;;;;;;;;Balanced Portfolios;Portefeuilles Equilibrés ;;;$ressource_megacreditvoid_3$;$ressource_megacreditvoid_3$;During the production phase, this card produces 3MC.;Lors de la phase de production, cette carte produit 3 MC. ;;;;;;;-$other_tr$;-$other_tr$;Spend 1 TR;Requiert que vous dépensiez 1 NT. ;;;;
validated;yes;base;;;116;Beam from a Thorium Asteroid;IV;IV;;23;;greenProject;space;jovian;power;1,5,3;1;0;1 Jovian tag;During the production phase, this card produces 1 plant and 3 heat.;production;;;;tag;min;;jovian;5;;;;;;;Beam from a Thorium Asteroid;Générateur à Thorium ;;;$ressource_plant$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_plant$$skipline$$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produces 1 plant and 3 heat.;Lors de la phase de production, cette carte produit 1 plante et 3 chaleurs. ;;;;;;;$tag_jovian$;$tag_jovian$;Requires 1 $tag_jovian$.;Requires 1 $tag_jovian$.;;;;
validated;yes;base;;;117;Biomass Combustors;IV;IV;;15;;greenProject;building;power;;0,3;;0;Spend 2 Plants;During the production phase, this card produces 5 heat.;production;;;;;;plant;;;;2;;;;;Biomass Combustors;Combustion de Biomasse ;;;$ressource_heat$$ressource_heat$$ressource_heat$$skipline$$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$$ressource_heat$$skipline$$ressource_heat$$ressource_heat$;During the production phase, this card produces 5 heat.;Lors de la phase de production, cette carte produit 5 chaleurs. ;;;;;;;-2$ressource_plant$;-2$ressource_plant$;Spend 2 $ressource_plant$.;Requiert que vous dépensiez 2 plantes. ;;;;
validated;yes;base;;;118;Biothermal Power;IV;IV;;18;;greenProject;space;power;;1,3;;0;;Gain a forest tile and increase oxygen by 1 step. During the production phase, this card produces 1 heat.;production;;;;;;;;;;;;;;;Biothermal Power;Energie Biothermique ;;;$ressource_heat$;$ressource_heat$;During the production phase, this card produces 1 heat.;Lors de la phase de production , cette carte produit 1 chaleur. ;;;;;Gain a forest tile and increase oxygen by 1 step.;Gagnez un PV Forêt et augmentez l'oxygène de 1 niveau. ;;;;;;;;
validated;yes;base;;;119;Blueprints;IV;IV;;17;;greenProject;earth;;;4;;0;;During the production phase, you draw a card and this produces 2 MC.;production;;;;;;;;;;;;;;;Blueprints;Plans ;;;$ressource_card$$skipline$$ressource_megacreditvoid_2$;$ressource_card$$skipline$$ressource_megacreditvoid_2$;During the production phase, you draw a card and this produces 2 MC.;Lors de la phase de production, vous piochez une carte et cette carte produit 2 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;120;Building Industries;I-II;I-II;;6;;greenProject;building;;;0;;0;Spend 4 Heat;When you play a BUILDING, you pay 4 MC less for it.;greyProduction;;;;;;;;;;;;;;;Building Industries;Industries de Construction;;;$ressource_steel$$ressource_steel$;$ressource_steel$$ressource_steel$;When you play a $tag_building$, you pay 4 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 4 MC. ;;;;;;;-4$ressource_heat$;-4$ressource_heat$;Spend 4 Heat;Requiert que vous dépensiez 4 chaleurs. ;;;;
validated;yes;base;;;121;Bushes;IV;IV;;13;;greenProject;plant;;;6;;0;Temperature red;Gain 2 plants. During the production phase, this card produces 2 plants.;production;;;;temperature;min;;;;red;;;;;;Bushes;Buissons ;;;$ressource_plant$$ressource_plant$;$ressource_plant$$ressource_plant$;During the production phase, this card produces 2 plants.;Lors de la phase de production, cette carte produit 2 plantes. ;;;;;Gain 2 plants.;Gagnez 2 plantes. ;$other_temperature$;$other_temperature$;Requires a red temperature level.;Requiert un niveau de température rouge ou plus chaud. ;;;;
validated;yes;base;;;122;Callisto Penal Mines;IV;IV;;20;;greenProject;building;space;jovian;0,1,5;1;0;;During the production phase, draw a card.;production;;;;;;;;;;;;;;;Callisto Penal Mines;Pénitencier Minier de Callisto ;;;$ressource_card$;$ressource_card$;During the production phase, draw a card.;Lors de la phase de production, piochez une carte. ;;;;;;;;;;;;;;
validated;yes;base;;;123;Cartel;IV;IV;;6;;greenProject;earth;;;4;;0;;During the production phase, this card produces 1 MC for each EARTH you have, including this one.;production;;;;;;;;;;;;;;;Cartel;Cartel;;;$ressource_megacredit$/$tag_earth$;$ressource_megacredit$/$tag_earth$;During the production phase, this card produces 1 MC for each $tag_earth$ you have, including this one.;Lors de la phase de production, cette carte produit 1 MC par $tag_earth$ en votre possession, y compris celui-ci.;;;;;;;;;;;;;;
validated;yes;base;;;124;Coal Imports;IV;IV;;13;;greenProject;building;;;0;;0;;During the production phase, this card produces 3 heat.;production;;;;;;;;;;;;;;;Coal Imports;Importations de Charbon ;;;$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produces 3 heat.;Lors de la phase de production, cette carte produit 3 chaleurs. ;;;;;;;;;;;;;;
validated;yes;base;;;125;Commercial District;IV;IV;;25;;greenProject;building;;;0;2;0;;During the production phase, this card produces 4 MC.;production;;;;;;;;;;;;;;;Commercial District;Quartier Commercial ;;;$ressource_megacreditvoid_4$;$ressource_megacreditvoid_4$;During the production phase, this card produces 4 MC.;Lors de la phase de production , cette carte produit 4 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;126;Deep Well Heating;IV;IV;;14;;greenProject;building;power;;0,3;;0;;Increase the temperature 1 step. During the production phase, this card produces 1 heat.;production;;;;;;;;;;;;;;;Deep Well Heating;Chauffage Géothermique ;;;$ressource_heat$;$ressource_heat$;During the production phase, this card produces 1 heat.;Lors de la phase de production, cette carte produit 1 chaleur. ;;;;;Increase the temperature 1 step.;Augmentez la température de 1 niveau. ;;;;;;;;
validated;yes;base;;;127;Designed Microorganisms;IV;IV;;15;;greenProject;science;microbe;;2,8;;0;Temp red or cooler;During the production phase, this card produces 2 plants.;production;;;;temperature;max;;;;red;;;;;;Designed Microorganisms;Microorganismes Optimisés ;;;$ressource_plant$$ressource_plant$;$ressource_plant$$ressource_plant$;During the production phase, this card produces 2 plants.;Lors de la phase de production, cette carte produit 2 plantes. ;;;;;;;$other_temperature$;$other_temperature$ ;Requires a red or cooler temperature level.;Requiert un niveau de température rouge ou plus froid. ;;;;
validated;yes;base;;;128;Diversified Interests;IV;IV;;15;;greenProject;plant;;;6;;0;;Gain 3 plants and 3 heat. During the production phase, this card produces 1 plant.;production;;;;;;;;;;;;;;;Diversified Interests;Intérêts Diversifiés ;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produces 1 plant.;Lors de la phase de production, cette carte produit 1 plante. ;;;;;Gain 3 plants and 3 heat.;Gagnez 3 plantes et 3 chaleurs. ;;;;;;;;
validated;yes;base;;;129;Dusty Quarry;I-II;I-II;;2;;greenProject;;;;;;0;No more than 3 Oceans flipped;When you play a BUILDING, you pay 2 MC less for it.;greyProduction;;;;ocean;max;;;;;3;;;;;Dusty Quarry;Carrière Poussiéreuse;;;$ressource_steel$;$ressource_steel$;When you play a $tag_building$, you pay 2 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC.;;;;;;;max 3 $other_ocean$;max 3 $other_ocean$;No more than 3 Oceans flipped.;Requiert que 3 tuiles Océan ou moins soient révélées.;;;;
validated;yes;base;;;130;Economic Growth;IV;IV;;10;;greenProject;building;;;0;;0;;During the production phase, this card produces 3 MC.;production;;;;;;;;;;;;;;;Economic Growth;Croissance Economique ;;;$ressource_megacreditvoid_3$;$ressource_megacreditvoid_3$;During the production phase, this card produces 3 MC.;Lors de la phase de production, cette carte produit 3 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;131;Energy Storage;IV;IV;;18;;greenProject;power;;;3;;0;7 or more TR;During the production phase, draw 2 cards.;production;;;;tr;min;;;;;7;;;;;Energy Storage;Stock d'Energie ;;;$ressource_card$$ressource_card$;$ressource_card$$ressource_card$;During the production phase, draw 2 cards.;Lors de la phase de production, piochez deux cartes. ;;;;;;;>=7$other_tr$;>=7$other_tr$;7 or more $other_tr$;Requiert que votre NT soit de 7 ou plus ;;;;
validated;yes;base;;;132;Eos Chasma National Park;IV;IV;;16;;greenProject;building;plant;;0,6;1;0;Temperature red;Add 1 animal to another card and gain 3 plants. During the production phase, this card produces 2 MC.;production;;;;temperature;min;;;;red;;;;;;Eos Chasma National Park;Réserve de Chasma d'Eos ;;;$ressource_megacreditvoid_2$;$ressource_megacreditvoid_2$;During the production phase, this card produces 2 MC.;Lors de la phase de production, cette carte produit 2 MC. ;;;;;Add 1 animal to another card and gain 3 plants.;Ajoutez 1 animal sur une AUTRE carte et gagnez 3 plantes. ;$other_temperature$;$other_temperature$;Requires a red temperature level.;Requiert un niveau de température rouge ou plus chaude. ;;;;
validated;yes;base;;;133;Farming;IV;IV;;20;;greenProject;plant;;;6;2;0;Temperature white;Gain 2 plants. During the production phase, this card produces 2 MC and 2 plants.;production;;;;temperature;min;;;;white;;;;;;Farming;Agriculture ;;;$ressource_megacreditvoid_2$$skipline$$$ressource_plant$$ressource_plant$;$ressource_megacreditvoid_2$$skipline$$$ressource_plant$$ressource_plant$;During the production phase, this card produces 2 MC and 2 plants.;Lors de la phase de production, cette carte produit 2 MC et 2 plantes. ;;;;;Gain 2 plants.;Gagnez 2 plantes.;$other_temperature$;$other_temperature$;Requires a white temperature level.;Requiert un niveau de température blanc. ;;;;
validated;yes;base;;;134;Food Factory;IV;IV;;9;;greenProject;building;;;0;;0;Spend 2 Plants;During the production phase, this card produces 4 MC.;production;;;;;;plant;;;;2;;;;;Food Factory;Usine Alimentaire ;;;$ressource_megacreditvoid_4$;$ressource_megacreditvoid_4$;During the production phase, this card produces 4 MC.;Lors de la phase de production, cette carte prduit 4 MC. ;;;;;;;-2$ressource_plant$;-2$ressource_plant$;Spend 2 $ressource_plant$.;Requiert que vous dépensiez 2 plantes. ;;;;
validated;yes;base;;;135;Fuel Factory;IV;IV;I-II;9;;greenProject;building;;;0;;0;Spend 3 Heat;During the production phase, this card produces 1 MC. When you play a SPACE, you pay 3 MC less for it.;mixedProduction;;;;;paid;heat;;;;3;;;;;Fuel Factory;Usine de Carburant;;;$ressource_megacreditvoid_1$$mix$$ressource_titanium$;$ressource_megacreditvoid_1$$mix$$ressource_titanium$;During the production phase, this card produces 1 MC.$skipline$When you play a $tag_space$, you pay 3 MC less for it.;Lors de la phase de production, cette carte produit 1 MC.$skipline$Lorsque vous jouez un $tag_space$, le coût associé est réduit de 3 MC.;;;;;;;-3 $ressource_heat$;-3 $ressource_heat$;Spend 3 $ressource_heat$.;Requiert que vous dépensiez 3 chaleurs.;;;;
validated;yes;base;;;136;Fueled Generators;IV;IV;;4;;greenProject;building;power;;0,3;1;0;Spend 1 TR;During the production phase, this card produces 2 heat.;production;;;;;;tr;;;;1;;;;;Fueled Generators;Groupes Electrogènes;;;$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$;During the production phase, this card produces 2 heat.;Lors de la phase de production, cette carte produit 2 chaleurs. ;;;;;;;-$other_tr$;-$other_tr$;Spend 1 $other_tr$;Requiert que vous dépensiez 1 NT. ;;;;
validated;yes;base;;;137;Fusion Power;IV;IV;;7;;greenProject;science;building;power;2,0,3;;0;2 Power tags;During the production phase, draw a card.;production;;;;tag;min;;power;3;;;;;;;Fusion Power;Energie de Fusion ;;;$ressource_card$;$ressource_card$;During the production phase, draw a card.;Lors de la phase de production, piochez une carte. ;;;;;;;2$tag_power$;2$tag_power$;Requires 2 $tag_power$.;Requiert 2 $tag_power$.;;;;
validated;yes;base;;;138;Ganymede Shipyard;I-II;I-II;;17;;greenProject;space;jovian;;1,5;;0;;When you play a SPACE, you pay 6 MC less for it.;greyProduction;;;;;;;;;;;;;;;Ganymede Shipyard;Chantier de Ganymède;;;$ressource_titanium$$ressource_titanium$;$ressource_titanium$$ressource_titanium$;When you play a $tag_space$, you pay 6 MC less for it.;Lorsque vous jouez une $tag_space$, le coût associé est réduit de 6 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;139;Gene Repair;IV;IV;;15;;greenProject;science;;;2;2;0;3 Science tags;During the production phase, this card produces 2 MC.;production;;;;tag;min;;science;2;;;;;;;Gene Repair;Réparation Génétique ;;;$ressource_megacreditvoid_2$;$ressource_megacreditvoid_2$;During the production phase, this card produces 2 MC.;Lors de la phase de production, cette produit 2 MC. ;;;;;;;3$tag_science$;3$tag_science$;Requires 3 $tag_science$.;Requiert 3 $tag_science$.;;;;
validated;yes;base;;;140;Geothermal Power;IV;IV;;8;;greenProject;building;power;;0,3;;0;;During the production phase, this card produces 2 heat.;production;;;;;;;;;;;;;;;Geothermal Power;Energie Géothermique ;;;$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$;During the production phase, this card produces 2 heat.;Lors de la phase de production, cette carte produit 2 chaleurs. ;;;;;;;;;;;;;;
validated;yes;base;;;141;Giant Space Mirror;IV;IV;;13;;greenProject;space;power;;1,3;;0;;During the production phase, this card produces 3 heat.;production;;;;;;;;;;;;;;;Giant Space Mirror;Miroir Spatial Géant;;;$ressource_heat$$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$$ressource_heat$;During the production phase, this card produce 3 heat.;Lors de la phase de production, cette carte produit 3 chaleurs.;;;;;;;;;;;;;;
validated;yes;base;;;142;Grass;IV;IV;;9;;greenProject;plant;;;6;;0;Temperature red;Gain 3 plants. During the production phase, this card produces 1 plant.;production;;;;temperature;min;;;;red;;;;;;Grass;Herbe ;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produces 1 plant.;Lors de la phase de production, cette carte produit 1 plante. ;;;;;Gain 3 plants.;Gagnez 3 plantes. ;$other_temperature$;$other_temperature$;Requires a red temperature level.;Requiert un niveau de température rouge ou plus chaud. ;;;;
validated;yes;base;;;143;Great Dam;IV;IV;;12;;greenProject;building;power;;0,3;1;0;2 Oceans flipped;During the production phase, this card produces 2 heat.;production;;;;ocean;min;;;;;2;;;;;Great Dam;Grand barrage ;;;$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$;During the production phase, this card produces 2 heat.;Lors de la phase de production, cette carte produit 2 chaleurs. ;;;;;;;2 $other_ocean$;2 $other_ocean$;Requires 2 Oceans flipped.;Requiert qu'au moins 2 tuiles Océan soient révélées.;;;;
validated;yes;base;;;144;Great Escarpment Consortium;I-II;I-II;;3;;greenProject;;;;;;0;;When you play a BUILDING, you pay 2 MC less for it.;greyProduction;;;;;;;;;;;;;;;Great Escarpment Consortium;Consortium du Grand Escarpement;;;$ressource_steel$;$ressource_steel$;When you play a $tag_building$, you pay 2 MC less for it.;Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC.;;;;;;;;;;;;;;
validated;yes;base;;;145;Heather;IV;IV;;14;;greenProject;plant;;;6;1;0;;Gain 1 plant. During the production phase, this card produces 1 plant;production;;;;;;;;;;;;;;;Heather;Réchauffeur;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produce 1 plant.;Lors de la phase de production, cette carte produit 1 plante.;;;;;Gain 1 plant.;Gagnez 1 plante.;;;;;;;;
validated;yes;base;;scaling VP non implementé;146;Immigration Shuttles;IV;IV;;20;;greenProject;space;earth;;1,4;*;1;;"*=1 victory point for every 2 EARTH you have.
During the production phase, this card produces 3 MC.";production;;;;;;;;;;;;;;;Immigration Shuttles;Navettes d'Immigration ;/ $tag_earth$$tag_earth$;/ $tag_earth$$tag_earth$;$ressource_megacreditvoid_3$;$ressource_megacreditvoid_3$;During the production phase, this card produces 3 MC.;Lors de la phase de production, cette carte produit 3 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;147;Import of Advanced GHG;IV;IV;;8;;greenProject;space;earth;;1,4;;0;;During the production phase, this card produces 2 heat.;production;;;;;;;;;;;;;;;Import of Advanced GHG;Importation de GES avancés ;;;$ressource_heat$$ressource_heat$;$ressource_heat$$ressource_heat$;During the production phase, this card produces 2 heat.;Lors de l phase de production, cette carte produit 2 chaleurs. ;;;;;;;;;;;;;;
validated;yes;base;;;148;Imported GHG;IV;IV;;8;;greenProject;earth;;;4;;0;;Gain 5 heat. During the production phase, this card produces 1 heat.;production;;;;;;;;;;;;;;;Imported GHG;Importation GES;;;$ressource_heat$;$ressource_heat$;During the production phase, this card produces 1 heat.;Lors de la phase de production, cette carte produit 1 chaleur. ;;;;;Gain 5 heat.;Gagnez 5 chaleurs. ;;;;;;;;
validated;yes;base;;;149;Industrial Center;IV;IV;;15;;greenProject;building;;;0;;0;;During production, this card produces 3 MC. When you play a building, you pay 2 MC less for it.;mixedProduction;;;;;;;;;;;;;;;Industrial Center;Centre Industriel ;;;$ressource_megacreditvoid_3$$mix$$ressource_steel$;$ressource_megacreditvoid_3$$mix$$ressource_steel$;During production, this card produces 3 MC. When you play a building, you pay 2 MC less for it.;Lors de la phase de production, cette carte produit 3 MC. $skipline$ Lors que vous jouez un $tag_building$, le coût associé est réduit de 2 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;150;Industiral Farming;IV;IV;;19;;greenProject;building;;;0;;0;;During the production phase, this card produces 1 MC and 2 plants.;production;;;;;;;;;;;;;;;Industiral Farming;Agriculture Industrielle ;;;$ressource_megacreditvoid_1$$skipline$$ressource_plant$$ressource_plant$;$ressource_megacreditvoid_1$$skipline$$ressource_plant$$ressource_plant$;During the production phase, this card produces 1 MC and 2 plants.;Lors de la phase de production, cette carte produit 1 MC et 2 plantes. ;;;;;;;;;;;;;;
validated;yes;base;;;151;Industrial Microbes;IV, I-II;IV, I-II;;9;;greenProject;building;microbe;;0,8;;0;;During production, this card produces 1 heat. When you play a building, you pay 2 MC less for it.;mixedProduction;;;;;;;;;;;;;;;Industrial Microbes;Microbes Industriels ;;;$ressource_heat$$mix$$ressource_steel$;$ressource_heat$$mix$$ressource_steel$;During production, this card produces 1 heat. When you play a building, you pay 2 MC less for it.;Lors de la phase de production, cette carte produit 1 chaleur. $skipline$ Lorsque vous jouez un $tag_building$, le coût associé est réduit de 2 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;152;Insects;IV;IV;;10;;greenProject;microbe;;;8;;0;;During the production phase, this card produces 1 plant for each PLANT you have.;production;;;;;;;;;;;;;;;Insects;Insectes ;;;$ressource_plant$ / $tag_plant$;$ressource_plant$ / $tag_plant$;During the production phase, this card produces 1 plant for each $tag_plant$ you have.;Lors de la phase de production, cette carte produit 1 plante par ^tag_plant$ en votre possession. ;;;;;;;;;;;;;;
validated;yes;base;;;153;Io Mining Industries;IV, I-II;IV, I-II;;37;;greenProject;building;space;jovian;0,1,5;*;1;;"*=1 victory point for each JOVIAN you have.
During the production phase, this card produces 2 MC. When you play a SPACE, you pay 6 MC less for it.";mixedProduction;;;;;;;;;;;;;;;Io Mining Industries;Industries Minières sur Io ;/ $tag_jovian$;/ $tag_jovian$;$ressource_megacreditvoid_2$$mix$$ressource_titanium$$ressource_titanium$;$ressource_megacreditvoid_2$$mix$$ressource_titanium$$ressource_titanium$;During the production phase, this card produces 2 MC. When you play a $tag_space$, you pay 6 MC less for it.;Lors de la phase de production, cette carte produit 2 MC. $skipline$ Lorsque vous jouez un $tag_space$, le coût associé est réduit de 6 MC. ;;;;;;;;;;;;;;
validated;yes;base;;;154;Kelp Farming;IV;IV;;17;;greenProject;;;;;1;0;6 Oceans flipped;Gain 2 plants. During the production phase, this card produces 2 MC and 3 plants.;production;;;;ocean;min;;;;;6;;;;;Kelp Farming;Culture du Varech ;;;$ressource_megacreditvoid_2$$skipline$$$ressource_plant$$ressource_plant$$ressource_plant$;$ressource_megacreditvoid_2$$skipline$$$ressource_plant$$ressource_plant$$ressource_plant$;During the production phase, this card produces 2 MC and 3 plants.;Lors de la phase de production, cette carte produit 2 MC et 3 plantes. ;;;;;Gain 2 plants.;Gagnez 2 plantes. ;6 $other_ocean$;6 $other_ocean$;Requires 6 Oceans flipped.;Requiert qu'au moins 6 tuiles Océan soient révélées.;;;;
validated;yes;base;;;155;Lichen;IV;IV;;5;;greenProject;plant;;;6;;0;;During the production phase, this card produces 1 plant.;production;;;;;;;;;;;;;;;Lichen;Lichen;;;$ressource_plant$;$ressource_plant$;During the production phase, this card produce 1 plant.;Lors de la phase de production, cette carte produit 1 plante.;;;;;;;;;;;;;;
